File Name,Extracted Name,Effective Year,Effective Month
NEUBERGER BERMAN TRUST COMPANY N.A._2011_APRIL_US.pdf,NEUBERGER BERMAN TRUST COMPANY N.A.,2011,APRIL
NEUBERGER BERMAN TRUST COMPANY NATIONAL ASSOCIATION_2015_MAY_US.pdf,NEUBERGER BERMAN TRUST COMPANY NATIONAL ASSOCIATION,2015,MAY
FEDERATED ADMINISTRATIVE SERVICES_2011_OCTOBER_US_1.pdf,FEDERATED ADMINISTRATIVE SERVICES,2011,OCTOBER
FEDERATED ADMINISTRATIVE SERVICES_2011_OCTOBER_US.pdf,FEDERATED ADMINISTRATIVE SERVICES,2011,OCTOBER
"FEDERATED ADMINISTRATIVE SERVICES, INC._2014_JANUARY_US.pdf","FEDERATED ADMINISTRATIVE SERVICES, INC.",2014,JANUARY
FEDERATED EQUITY MANAGEMENT COMPANY OF PENNSYLVANIA_NILL_NILL_US.pdf,FEDERATED EQUITY MANAGEMENT COMPANY OF PENNSYLVANIA,NILL,NILL
FEDERATED FUNDS_2004_JANUARY_US.pdf,FEDERATED FUNDS,2004,JANUARY
FEDERATED FUNDS_2011_MARCH_US_1.pdf,FEDERATED FUNDS,2011,MARCH
FEDERATED FUNDS_2011_MARCH_US.pdf,FEDERATED FUNDS,2011,MARCH
FEDERATED FUNDS_2667_JANUARY_US.pdf,FEDERATED FUNDS,2667,JANUARY
FEDERATED GLOBAL INVESTMENT MANAGEMENT CORP._NILL_NILL_US.pdf,FEDERATED GLOBAL INVESTMENT MANAGEMENT CORP.,NILL,NILL
FEDERATED INVESTMENT COUNSELING_2013_MARCH_US.pdf,FEDERATED INVESTMENT COUNSELING,2013,MARCH
FEDERATED INVESTMENT MANAGEMENT COMPANY_NILL_NILL_US.pdf,FEDERATED INVESTMENT MANAGEMENT COMPANY,NILL,NILL
"ARTISAN FUNDS, INC._2012_JANUARY_US_1.pdf","ARTISAN FUNDS, INC.",2012,JANUARY
"ARTISAN FUNDS, INC._2012_JANUARY_US.pdf","ARTISAN FUNDS, INC.",2012,JANUARY
"ARTISAN PARTNERS FUNDS, INC._2014_JANUARY_US.pdf","ARTISAN PARTNERS FUNDS, INC.",2014,JANUARY
"ARTISAN PARTNERS FUNDS, INC._NILL_NILL_US.pdf","ARTISAN PARTNERS FUNDS, INC.",NILL,NILL
ARTISAN PARTNERS GLOBAL FUNDS PLC._NILL_NILL_US_1.pdf,ARTISAN PARTNERS GLOBAL FUNDS PLC.,NILL,NILL
ARTISAN PARTNERS GLOBAL FUNDS PLC._NILL_NILL_US.pdf,ARTISAN PARTNERS GLOBAL FUNDS PLC.,NILL,NILL
ARTISAN PARTNERS LAUNCH EQUITY LP_NILL_NILL_US.pdf,ARTISAN PARTNERS LAUNCH EQUITY LP,NILL,NILL
ARTISAN PARTNERS LIMITED_2012_DECEMBER_US.pdf,ARTISAN PARTNERS LIMITED,2012,DECEMBER
ARTISAN PARTNERS LIMITED PARTNERSHIP_2012_DECEMBER_US_1.pdf,ARTISAN PARTNERS LIMITED PARTNERSHIP,2012,DECEMBER
ARTISAN PARTNERS LIMITED PARTNERSHIP_2012_DECEMBER_US_2.pdf,ARTISAN PARTNERS LIMITED PARTNERSHIP,2012,DECEMBER
ARTISAN PARTNERS LIMITED PARTNERSHIP_2012_DECEMBER_US_3.pdf,ARTISAN PARTNERS LIMITED PARTNERSHIP,2012,DECEMBER
ARTISAN PARTNERS LIMITED PARTNERSHIP_2012_DECEMBER_US.pdf,ARTISAN PARTNERS LIMITED PARTNERSHIP,2012,DECEMBER
ARTISAN PARTNERS LIMITED PARTNERSHIP_2015_JANUARY_US.pdf,ARTISAN PARTNERS LIMITED PARTNERSHIP,2015,JANUARY
PUTNAM FUNDS TRUST_NILL_NILL_US.pdf,PUTNAM FUNDS TRUST,NILL,NILL
PUTNAM INVESTMENTS_2007_OCTOBER_US.pdf,PUTNAM INVESTMENTS,2007,OCTOBER
PUTNAM INVESTMENTS_2014_JANUARY_US_1.pdf,PUTNAM INVESTMENTS,2014,JANUARY
PUTNAM INVESTMENTS_2014_JANUARY_US_2.pdf,PUTNAM INVESTMENTS,2014,JANUARY
PUTNAM INVESTMENTS_2014_JANUARY_US_3.pdf,PUTNAM INVESTMENTS,2014,JANUARY
PUTNAM INVESTMENTS_2014_JANUARY_US_4.pdf,PUTNAM INVESTMENTS,2014,JANUARY
PUTNAM INVESTMENTS_2014_JANUARY_US.pdf,PUTNAM INVESTMENTS,2014,JANUARY
PUTNAM INVESTMENTS_2015_FEBRUARY_US_1.pdf,PUTNAM INVESTMENTS,2015,FEBRUARY
PUTNAM INVESTMENTS_2015_FEBRUARY_US_2.pdf,PUTNAM INVESTMENTS,2015,FEBRUARY
PUTNAM INVESTMENTS_2015_FEBRUARY_US.pdf,PUTNAM INVESTMENTS,2015,FEBRUARY
PUTNAM INVESTMENTS LIMITED_NILL_NILL_US.pdf,PUTNAM INVESTMENTS LIMITED,NILL,NILL
PUTNAM INVESTMENTS _NILL_NILL_US.pdf,PUTNAM INVESTMENTS ,NILL,NILL
PUTNAM INVESTMENTS TRUST_2007_JANUARY_US_1.pdf,PUTNAM INVESTMENTS TRUST,2007,JANUARY
PUTNAM INVESTMENTS TRUST_2007_JANUARY_US.pdf,PUTNAM INVESTMENTS TRUST,2007,JANUARY
PUTNAM INVESTMENTS TRUST_NILL_NILL_US_1.pdf,PUTNAM INVESTMENTS TRUST,NILL,NILL
PUTNAM INVESTMENTS TRUST_NILL_NILL_US.pdf,PUTNAM INVESTMENTS TRUST,NILL,NILL
PUTNAM NEW FLAG EURO HIGH YIELD FUND PLC_2013_JULY_US.pdf,PUTNAM NEW FLAG EURO HIGH YIELD FUND PLC,2013,JULY
ARES CENTER STREET PARTNERSHIP L.P._NILL_NILL_US.pdf,ARES CENTER STREET PARTNERSHIP L.P.,NILL,NILL
ARES CLOSED END FUND SERIES_NILL_NILL_US_1.pdf,ARES CLOSED END FUND SERIES,NILL,NILL
ARES CLOSED END FUND SERIES_NILL_NILL_US.pdf,ARES CLOSED END FUND SERIES,NILL,NILL
ARES CLO XXVIII_2013_OCTOBER_US.pdf,ARES CLO XXVIII,2013,OCTOBER
"ARES ENHANCED LOAN INVESTMENT STRATEGY IR, LTD_NILL_NILL_US.pdf","ARES ENHANCED LOAN INVESTMENT STRATEGY IR, LTD",NILL,NILL
ARES MANAGEMENT LLC_2008_JULY_US.pdf,ARES MANAGEMENT LLC,2008,JULY
ARES MANAGEMENT LLC_2015_JANUARY_US.pdf,ARES MANAGEMENT LLC,2015,JANUARY
ARES MANAGEMENT LLC_NILL_NILL_US.pdf,ARES MANAGEMENT LLC,NILL,NILL
KAISER PERMANENTE GROUP OF COMPANIES_2014_JANUARY_US.pdf,KAISER PERMANENTE GROUP OF COMPANIES,2014,JANUARY
HARBOR FUNDS_2013_JANUARY_US.pdf,HARBOR FUNDS,2013,JANUARY
"WISDOMTREE ASSET MANAGEMENT, INC._NILL_NILL_US.pdf","WISDOMTREE ASSET MANAGEMENT, INC.",NILL,NILL
WISDOMTREE FUNDS_2013_SEPTEMBER_US_1.pdf,WISDOMTREE FUNDS,2013,SEPTEMBER
WISDOMTREE FUNDS_2013_SEPTEMBER_US_2.pdf,WISDOMTREE FUNDS,2013,SEPTEMBER
WISDOMTREE FUNDS_2013_SEPTEMBER_US.pdf,WISDOMTREE FUNDS,2013,SEPTEMBER
NIPPON LIFE INSURANCE COMPANY_2008_OCTOBER_US.pdf,NIPPON LIFE INSURANCE COMPANY,2008,OCTOBER
BARON EMERGING MARKET CAYMAN FUND LTD._NILL_NILL_US_1.pdf,BARON EMERGING MARKET CAYMAN FUND LTD.,NILL,NILL
BARON EMERGING MARKET CAYMAN FUND LTD._NILL_NILL_US.pdf,BARON EMERGING MARKET CAYMAN FUND LTD.,NILL,NILL
BARON FUNDS_2015_SEPTEMBER_US.pdf,BARON FUNDS,2015,SEPTEMBER
"BARON FUNDS, INC._2012_JANUARY_US_1.pdf","BARON FUNDS, INC.",2012,JANUARY
"BARON FUNDS, INC._2012_JANUARY_US.pdf","BARON FUNDS, INC.",2012,JANUARY
BARON INVESTMENT FUNDS TRUST_2016_JANUARY_US.pdf,BARON INVESTMENT FUNDS TRUST,2016,JANUARY
BARON INVESTMENT FUNDS TRUST_NILL_NILL_US_1.pdf,BARON INVESTMENT FUNDS TRUST,NILL,NILL
BARON INVESTMENT FUNDS TRUST_NILL_NILL_US.pdf,BARON INVESTMENT FUNDS TRUST,NILL,NILL
PLATINUM UNDERWRITERS HOLDINGS LTD_2005_JANUARY_US.pdf,PLATINUM UNDERWRITERS HOLDINGS LTD,2005,JANUARY
WILLIAM BLAIR _2012_OCTOBER_US.pdf,WILLIAM BLAIR ,2012,OCTOBER
WILLIAM BLAIR DYNAMIC DIVERSIFIED ALLOCATION FUND_2012_DECEMBER_US_1.pdf,WILLIAM BLAIR DYNAMIC DIVERSIFIED ALLOCATION FUND,2012,DECEMBER
WILLIAM BLAIR DYNAMIC DIVERSIFIED ALLOCATION FUND_2012_DECEMBER_US.pdf,WILLIAM BLAIR DYNAMIC DIVERSIFIED ALLOCATION FUND,2012,DECEMBER
WILLIAM BLAIR FUNDS_1999_OCTOBER_US.pdf,WILLIAM BLAIR FUNDS,1999,OCTOBER
WILLIAM BLAIR FUNDS_NILL_NILL_US_1.pdf,WILLIAM BLAIR FUNDS,NILL,NILL
WILLIAM BLAIR FUNDS_NILL_NILL_US.pdf,WILLIAM BLAIR FUNDS,NILL,NILL
"WILLIAM BLAIR GLOBAL OPPORTUNITY FUND, LLC_2015_FEBRUARY_US.pdf","WILLIAM BLAIR GLOBAL OPPORTUNITY FUND, LLC",2015,FEBRUARY
"WILLIAM BLAIR INVESTMENT MANAGEMENT, LLC_NILL_NILL_US_1.pdf","WILLIAM BLAIR INVESTMENT MANAGEMENT, LLC",NILL,NILL
"WILLIAM BLAIR INVESTMENT MANAGEMENT, LLC_NILL_NILL_US.pdf","WILLIAM BLAIR INVESTMENT MANAGEMENT, LLC",NILL,NILL
"WILLIAM BLAIR JAPAN FUND, LLC_2014_JANUARY_US.pdf","WILLIAM BLAIR JAPAN FUND, LLC",2014,JANUARY
"WILLIAM BLAIR MACRO ALLOCATION FUND, LLC_2014_FEBRUARY_US.pdf","WILLIAM BLAIR MACRO ALLOCATION FUND, LLC",2014,FEBRUARY
WILLIAM BLAIR MACRO ALLOCATION FUND_NILL_NILL_US.pdf,WILLIAM BLAIR MACRO ALLOCATION FUND,NILL,NILL
"WILLIAM BLAIR MACRO ALLOCATION TE FUND,LP_NILL_NILL_US.pdf","WILLIAM BLAIR MACRO ALLOCATION TE FUND,LP",NILL,NILL
"WILLIAM BLAIR MULTI-ALPHA STRATEGY FUND, LLC_NILL_NILL_US.pdf","WILLIAM BLAIR MULTI-ALPHA STRATEGY FUND, LLC",NILL,NILL
"WILLIAM M. WALSH & PATRICIA L. WALSH, JTWROS_NILL_NILL_US.pdf","WILLIAM M. WALSH & PATRICIA L. WALSH, JTWROS",NILL,NILL
"HARBOR CAPITAL ADVISORS, INC._NILL_NILL_US.pdf","HARBOR CAPITAL ADVISORS, INC.",NILL,NILL
HARBOR FUNDS_2013_JANUARY_US_1.pdf,HARBOR FUNDS,2013,JANUARY
"BNP PARIBAS PRIME BROKERAGE, INC._2013_DECEMBER_US.pdf","BNP PARIBAS PRIME BROKERAGE, INC.",2013,DECEMBER
"BNP PARIBAS PRIME BROKERAGE, INC._2013_MAY_US.pdf","BNP PARIBAS PRIME BROKERAGE, INC.",2013,MAY
ARROWSTREET ACWI ALPHA EXTENSION FUND III (CAYMAN) LIMITED_2017_JULY_US.pdf,ARROWSTREET ACWI ALPHA EXTENSION FUND III (CAYMAN) LIMITED,2017,JULY
ARROWSTREET CAPITAL GLOBAL ALL COUNTRY ALPHA EXTENSION (CAYMAN) FUND LIMITED_2017_FEBRUARY_US_1.pdf,ARROWSTREET CAPITAL GLOBAL ALL COUNTRY ALPHA EXTENSION (CAYMAN) FUND LIMITED,2017,FEBRUARY
ARROWSTREET CAPITAL GLOBAL ALL COUNTRY ALPHA EXTENSION (CAYMAN) FUND LIMITED_2017_FEBRUARY_US.pdf,ARROWSTREET CAPITAL GLOBAL ALL COUNTRY ALPHA EXTENSION (CAYMAN) FUND LIMITED,2017,FEBRUARY
ARROWSTREET CAPITAL GLOBAL EQUITY ALPHA EXTENSION FUND LIMITED_2017_FEBRUARY_US.pdf,ARROWSTREET CAPITAL GLOBAL EQUITY ALPHA EXTENSION FUND LIMITED,2017,FEBRUARY
ARROWSTREET CAPITAL GLOBAL EQUITY LONGSHORT FUND LIMITED_2017_FEBRUARY_US.pdf,ARROWSTREET CAPITAL GLOBAL EQUITY LONGSHORT FUND LIMITED,2017,FEBRUARY
ARROWSTREET WORLD SMALL CAP EQUITY ALPHA EXTENSION FUND (CAYMAN) LIMITED_2017_FEBRUARY_US.pdf,ARROWSTREET WORLD SMALL CAP EQUITY ALPHA EXTENSION FUND (CAYMAN) LIMITED,2017,FEBRUARY
JEFFERIES FINANCE LLC_2012_JULY_US.pdf,JEFFERIES FINANCE LLC,2012,JULY
JEFFERIES FINANCE LLC_2013_OCTOBER_US.pdf,JEFFERIES FINANCE LLC,2013,OCTOBER
JEFFERIES FINANCE LLC_2013_SEPTEMBER_US.pdf,JEFFERIES FINANCE LLC,2013,SEPTEMBER
JEFFERIES FINANCE LLC_2014_APRIL_US_1.pdf,JEFFERIES FINANCE LLC,2014,APRIL
JEFFERIES FINANCE LLC_2014_APRIL_US.pdf,JEFFERIES FINANCE LLC,2014,APRIL
JEFFERIES FINANCE LLC_2014_JUNE_US.pdf,JEFFERIES FINANCE LLC,2014,JUNE
JEFFERIES FINANCE LLC_NILL_NILL_US_1.pdf,JEFFERIES FINANCE LLC,NILL,NILL
JEFFERIES FINANCE LLC_NILL_NILL_US.pdf,JEFFERIES FINANCE LLC,NILL,NILL
